,Date,DayLosersTi,Day Losers Name,Price,Change,%Change,MC,SharesBought
0,2021-11-15,MARA,"Marathon Digital Holdings, Inc.",55.4,-20.52,-27.03,5.52B,18.050541516245488
1,2021-11-15,OTLY,Oatly Group AB,9.36,-2.46,-20.81,5.539B,106.83760683760684
2,2021-11-15,SPLK,Splunk Inc.,137.38,-30.44,-18.14,22.193B,7.2790799242975694
3,2021-11-15,TGTX,"TG Therapeutics, Inc.",27.05,-4.73,-14.88,3.867B,36.96857670979667
4,2021-11-15,EVGO,"EVgo, Inc.",16.19,-2.71,-14.34,4.283B,61.76652254478073
5,2021-11-15,SAVA,"Cassava Sciences, Inc.",60.51,-8.29,-12.05,2.421B,16.526194017517767
6,2021-11-15,MORF,"Morphic Holding, Inc.",55.32,-7.42,-11.83,2.045B,18.076644974692698
7,2021-11-15,UPST,"Upstart Holdings, Inc.",233.78,-30.4,-11.51,19.062B,4.277525879031568
8,2021-11-15,ME,23andMe Holding Co.,11.17,-1.45,-11.49,4.879B,89.52551477170994
9,2021-11-15,PHG,Koninklijke Philips N.V.,42.16,-5.46,-11.47,38.481B,23.719165085388997
10,2021-11-15,CFLT,"Confluent, Inc.",80.0,-10.01,-11.12,21.158B,12.5
11,2021-11-15,BE,Bloom Energy Corporation,30.37,-3.78,-11.07,5.329B,32.927230819888045
12,2021-11-15,GTBIF,Green Thumb Industries Inc.,24.16,-2.95,-10.88,5.33B,41.390728476821195
13,2021-11-15,ARWR,"Arrowhead Pharmaceuticals, Inc.",65.9,-8.04,-10.87,6.871B,15.174506828528072
14,2021-11-15,CRWD,"CrowdStrike Holdings, Inc.",254.15,-30.15,-10.6,57.995B,3.934684241589612
15,2021-11-15,FORG,"ForgeRock, Inc.",28.01,-3.27,-10.45,2.223B,35.701535166012135
16,2021-11-15,EGRNY,China Evergrande Group,8.69,-0.91,-9.53,4.586B,115.07479861910242
17,2021-11-15,LESL,"Leslie's, Inc.",21.44,-2.23,-9.42,4.069B,46.64179104477612
18,2021-11-15,DUOL,"Duolingo, Inc.",140.48,-14.54,-9.38,5.257B,7.118451025056948
19,2021-11-15,AUPH,Aurinia Pharmaceuticals Inc.,27.03,-2.73,-9.17,3.505B,36.99593044765076
20,2021-11-15,APP,AppLovin Corporation,102.77,-9.59,-8.54,38.266B,9.73046608932568
21,2021-11-15,PRVA,"Privia Health Group, Inc.",29.76,-2.73,-8.4,3.169B,33.60215053763441
22,2021-11-15,FRSH,Freshworks Inc.,34.7,-3.02,-8.01,9.131B,28.81844380403458
23,2021-11-15,IS,ironSource Ltd.,10.2,-0.85,-7.69,6.437B,98.03921568627452
