,Date,DayLosersTi,Day Losers Name,Price,Change,%Change,MC,SharesBought
0,2021-11-18,VIPS,Vipshop Holdings Limited,10.03,-2.2,-17.99,6.782B,99.70089730807578
1,2021-11-18,BILI,Bilibili Inc.,67.12,-13.91,-17.17,25.701B,14.898688915375446
2,2021-11-18,HP,"Helmerich & Payne, Inc.",26.16,-5.16,-16.48,2.823B,38.2262996941896
3,2021-11-18,CERT,"Certara, Inc.",30.73,-5.28,-14.66,4.907B,32.54149040026033
4,2021-11-18,WOOF,"Petco Health and Wellness Company, Inc.",21.45,-3.27,-13.23,6.479B,46.62004662004662
5,2021-11-18,BABAF,Alibaba Group Holding Limited,17.88,-2.64,-12.87,399.888B,55.928411633109626
6,2021-11-18,CLOV,"Clover Health Investments, Corp.",5.61,-0.82,-12.75,2.36B,178.25311942959001
7,2021-11-18,ONON,On Holding AG,45.0,-6.45,-12.54,15.054B,22.22222222222222
8,2021-11-18,DH,Definitive Healthcare Corp.,32.93,-4.71,-12.51,2.907B,30.367446097783176
9,2021-11-18,SQSP,"Squarespace, Inc.",41.24,-5.62,-11.99,5.726B,24.24830261881668
10,2021-11-18,DNA,"Ginkgo Bioworks Holdings, Inc.",11.98,-1.61,-11.85,17.811B,83.47245409015025
11,2021-11-18,TLRY,"Tilray, Inc.",10.9,-1.44,-11.67,5.05B,91.74311926605505
12,2021-11-18,AI,"C3.ai, Inc.",40.94,-5.24,-11.35,4.262B,24.42598925256473
13,2021-11-18,BRPHF,Galaxy Digital Holdings Ltd.,26.19,-3.31,-11.22,2.586B,38.18251240931653
14,2021-11-18,BABA,Alibaba Group Holding Limited,143.6,-17.98,-11.13,407.864B,6.963788300835655
15,2021-11-18,ADPT,Adaptive Biotechnologies Corporation,28.6,-3.55,-11.04,4.036B,34.96503496503497
16,2021-11-18,CTOS,"Custom Truck One Source, Inc.",8.46,-0.99,-10.48,2.092B,118.20330969267138
17,2021-11-18,LCID,"Lucid Group, Inc.",47.05,-5.5,-10.47,76.116B,21.253985122210416
18,2021-11-18,GOEV,Canoo Inc.,9.69,-1.11,-10.28,2.312B,103.19917440660475
19,2021-11-18,IONQ,"IonQ, Inc.",27.96,-3.04,-9.81,5.382B,35.7653791130186
20,2021-11-18,RLX,RLX Technology Inc.,4.36,-0.47,-9.73,6.849B,229.3577981651376
