,Date,DayLosersTi,Day Losers Name,Price,Change,%Change,MC,SharesBought
259,2021-11-15,DUOL,"Duolingo, Inc.",140.48,-14.54,-9.38,5.257B,7.118451025056948
260,2021-11-15,AUPH,Aurinia Pharmaceuticals Inc.,27.03,-2.73,-9.17,3.505B,36.99593044765076
261,2021-11-15,APP,AppLovin Corporation,102.77,-9.59,-8.54,38.266B,9.73046608932568
262,2021-11-15,PRVA,"Privia Health Group, Inc.",29.76,-2.73,-8.4,3.169B,33.60215053763441
263,2021-11-16,RSKD,Riskified Ltd.,12.9,-4.78,-27.04,2.033B,77.51937984496124
264,2021-11-16,CTOS,"Custom Truck One Source, Inc.",9.61,-1.56,-13.97,2.363B,104.0582726326743
265,2021-11-16,EVCM,EverCommerce Inc.,17.52,-2.53,-12.62,3.423B,57.077625570776256
266,2021-11-16,RIOT,"Riot Blockchain, Inc.",36.9,-5.19,-12.33,3.541B,27.100271002710027
267,2021-11-16,STEP,StepStone Group Inc.,49.29,-5.7,-10.37,2.747B,20.28809089064719
268,2021-11-16,DH,Definitive Healthcare Corp.,39.58,-4.34,-9.88,3.493B,25.26528549772613
269,2021-11-16,WK,Workiva Inc.,143.2,-15.44,-9.73,7.283B,6.983240223463688
270,2021-11-16,YOU,"Clear Secure, Inc.",40.13,-4.28,-9.64,3.028B,24.919013207077
271,2021-11-16,CLOV,"Clover Health Investments, Corp.",6.94,-0.62,-8.2,2.919B,144.0922190201729
272,2021-11-16,GGAL,Grupo Financiero Galicia S.A.,10.5,-0.89,-7.81,3.252B,95.23809523809524
273,2021-11-16,NCLH,Norwegian Cruise Line Holdings Ltd.,23.64,-1.87,-7.33,8.748B,42.30118443316413
274,2021-11-16,JRONY,"Jerónimo Martins, SGPS, S.A.",43.18,-3.32,-7.14,14.428B,23.158869847151458
275,2021-11-16,FSLR,"First Solar, Inc.",104.49,-7.82,-6.96,11.11B,9.570293808019906
276,2021-11-16,ERJ,Embraer S.A.,15.63,-1.16,-6.91,2.876B,63.97952655150352
277,2021-11-16,WEBR,Weber Inc.,14.5,-1.07,-6.87,4.164B,68.96551724137932
278,2021-11-16,AVDX,"AvidXchange Holdings, Inc.",23.71,-1.61,-6.36,4.642B,42.17629692113032
279,2021-11-17,STNE,StoneCo Ltd.,20.7,-10.96,-34.62,6.395B,48.30917874396136
280,2021-11-17,DLO,DLocal Limited,34.9,-12.1,-25.74,10.296B,28.653295128939828
281,2021-11-17,IQ,"iQIYI, Inc.",7.11,-1.48,-17.23,5.612B,140.64697609001405
282,2021-11-17,ROVR,"Rover Group, Inc.",11.74,-2.22,-15.9,2.057B,85.17887563884156
283,2021-11-17,PAG,"Penske Automotive Group, Inc.",98.43,-13.15,-11.79,7.707B,10.159504216194248
284,2021-11-17,GPI,"Group 1 Automotive, Inc.",188.94,-22.56,-10.67,3.42B,5.292685508627078
285,2021-11-17,LAD,"Lithia Motors, Inc.",299.44,-34.75,-10.4,9.127B,3.339567192091905
286,2021-11-17,AN,"AutoNation, Inc.",117.75,-13.15,-10.05,7.717B,8.492569002123142
287,2021-11-17,UWMC,UWM Holdings Corporation,5.95,-0.66,-9.98,9.551B,168.0672268907563
288,2021-11-17,FSR,Fisker Inc.,21.41,-2.27,-9.59,6.339B,46.70714619336759
289,2021-11-17,PAGS,PagSeguro Digital Ltd.,32.55,-3.43,-9.53,10.704B,30.721966205837177
290,2021-11-17,WOLF,"Wolfspeed, Inc.",128.77,-13.1,-9.23,14.965B,7.765783955890346
291,2021-11-17,BILI,Bilibili Inc.,81.03,-7.99,-8.98,31.028B,12.34110823151919
292,2021-11-17,VCTR,"Victory Capital Holdings, Inc.",36.1,-3.4,-8.61,2.458B,27.700831024930743
293,2021-11-17,KRNT,Kornit Digital Ltd.,146.76,-13.47,-8.41,6.792B,6.8138457345325705
294,2021-11-17,CDNA,"CareDx, Inc",43.53,-3.97,-8.36,2.298B,22.97266253158741
295,2021-11-18,VIPS,Vipshop Holdings Limited,10.03,-2.2,-17.99,6.782B,99.70089730807578
296,2021-11-18,HP,"Helmerich & Payne, Inc.",26.16,-5.16,-16.48,2.823B,38.2262996941896
297,2021-11-18,CERT,"Certara, Inc.",30.73,-5.28,-14.66,4.907B,32.54149040026033
298,2021-11-18,WOOF,"Petco Health and Wellness Company, Inc.",21.45,-3.27,-13.23,6.479B,46.62004662004662
299,2021-11-18,BABAF,Alibaba Group Holding Limited,17.88,-2.64,-12.87,399.888B,55.928411633109626
300,2021-11-18,ONON,On Holding AG,45.0,-6.45,-12.54,15.054B,22.22222222222222
301,2021-11-18,SQSP,"Squarespace, Inc.",41.24,-5.62,-11.99,5.726B,24.24830261881668
302,2021-11-18,DNA,"Ginkgo Bioworks Holdings, Inc.",11.98,-1.61,-11.85,17.811B,83.47245409015025
303,2021-11-18,TLRY,"Tilray, Inc.",10.9,-1.44,-11.67,5.05B,91.74311926605505
304,2021-11-18,AI,"C3.ai, Inc.",40.94,-5.24,-11.35,4.262B,24.42598925256473
305,2021-11-18,BABA,Alibaba Group Holding Limited,143.6,-17.98,-11.13,407.864B,6.963788300835655
306,2021-11-18,ADPT,Adaptive Biotechnologies Corporation,28.6,-3.55,-11.04,4.036B,34.96503496503497
307,2021-11-18,LCID,"Lucid Group, Inc.",47.05,-5.5,-10.47,76.116B,21.253985122210416
308,2021-11-18,GOEV,Canoo Inc.,9.69,-1.11,-10.28,2.312B,103.19917440660475
309,2021-11-22,ASAN,"Asana, Inc.",106.09,-31.1,-22.67,19.51B,9.425959091337544
310,2021-11-22,CRNC,Cerence Inc.,82.59,-21.47,-20.63,3.139B,12.108003390240947
311,2021-11-22,DOCN,"DigitalOcean Holdings, Inc.",102.82,-25.71,-20.0,11.224B,9.725734292939118
312,2021-11-22,SPT,"Sprout Social, Inc.",109.51,-19.72,-15.26,5.914B,9.131586156515386
313,2021-11-22,FTCH,Farfetch Limited,33.61,-5.65,-14.39,12.473B,29.753049687592977
314,2021-11-22,PACB,"Pacific Biosciences of California, Inc.",22.68,-3.79,-14.32,5.003B,44.091710758377424
315,2021-11-22,VTEX,VTEX,13.89,-1.86,-11.81,2.641B,71.99424046076314
316,2021-11-22,NET,"Cloudflare, Inc.",186.45,-24.59,-11.65,59.99B,5.363368195226602
317,2021-11-22,SI,Silvergate Capital Corporation,194.77,-24.98,-11.37,5.18B,5.134260923140114
318,2021-11-22,TWST,Twist Bioscience Corporation,98.17,-12.45,-11.25,4.839B,10.186411327289395
319,2021-11-22,DOMO,"Domo, Inc.",75.13,-9.33,-11.05,2.416B,13.31026221216558
320,2021-11-22,SANA,"Sana Biotechnology, Inc.",19.0,-2.31,-10.84,3.588B,52.63157894736842
321,2021-11-23,GENI,Genius Sports Limited,10.19,-3.45,-25.29,2.029B,98.13542688910697
322,2021-11-23,ZM,"Zoom Video Communications, Inc.",206.64,-35.64,-14.71,61.399B,4.839334107626791
323,2021-11-23,GME,GameStop Corp.,213.9,-33.65,-13.59,16.362B,4.675081813931744
324,2021-11-23,ANF,Abercrombie & Fitch Co.,41.12,-5.92,-12.59,2.429B,24.319066147859925
325,2021-11-23,ALHC,"Alignment Healthcare, Inc.",18.12,-2.57,-12.42,3.393B,55.18763796909492
326,2021-11-23,BBY,"Best Buy Co., Inc.",121.01,-16.99,-12.31,29.764B,8.263779852904719
327,2021-11-23,URBN,"Urban Outfitters, Inc.",33.8,-3.47,-9.31,3.325B,29.58579881656805
328,2021-11-23,S,"SentinelOne, Inc.",58.26,-5.77,-9.01,15.441B,17.164435290078956
329,2021-11-23,ASTR,"Astra Space, Inc.",10.19,-0.98,-8.77,2.632B,98.13542688910697
330,2021-11-23,OSTK,"Overstock.com, Inc.",92.75,-8.91,-8.76,3.99B,10.78167115902965
331,2021-11-23,CBRL,"Cracker Barrel Old Country Store, Inc.",130.45,-12.51,-8.75,3.067B,7.665772326561901
332,2021-11-23,ZI,ZoomInfo Technologies Inc.,67.64,-6.37,-8.61,28.409B,14.78415138971023
333,2021-11-23,RKLB,"Rocket Lab USA, Inc.",14.55,-1.36,-8.55,6.536B,68.72852233676976
334,2021-11-23,DASH,"DoorDash, Inc.",184.31,-17.15,-8.51,63.229B,5.425641582117085
335,2021-11-23,FFIE,Faraday Future Intelligent Electric Inc.,6.57,-0.6,-8.37,2.131B,152.20700152207002
336,2021-11-24,JWN,"Nordstrom, Inc.",22.66,-9.27,-29.03,3.601B,44.1306266548985
337,2021-11-24,GPS,"The Gap, Inc.",17.84,-5.67,-24.12,6.71B,56.05381165919282
338,2021-11-24,TDCX,TDCX Inc.,18.72,-3.91,-17.28,2.674B,53.41880341880342
339,2021-11-24,ADSK,"Autodesk, Inc.",256.9,-47.1,-15.49,56.479B,3.892565200467108
340,2021-11-24,PLAN,"Anaplan, Inc.",44.22,-7.84,-15.06,6.464B,22.61420171867933
341,2021-11-24,WBX,Wallbox N.V.,12.89,-1.85,-12.55,2.075B,77.57951900698215
342,2021-11-24,NOAH,Noah Holdings Limited,39.03,-5.04,-11.44,2.384B,25.62131693569049
343,2021-11-24,LMDX,LumiraDx Limited,8.63,-1.01,-10.48,2.181B,115.87485515643104
344,2021-11-24,DDS,"Dillard's, Inc.",377.67,-32.48,-7.92,7.785B,2.6478142293536684
345,2021-11-24,ROIV,Roivant Sciences Ltd.,6.99,-0.51,-6.8,4.787B,143.0615164520744
346,2021-11-24,HTHT,Huazhu Group Limited,44.38,-2.61,-5.55,28.406B,22.532672374943665
347,2021-11-24,DKS,"DICK'S Sporting Goods, Inc.",127.3,-7.25,-5.39,11.757B,7.855459544383347
348,2021-11-24,TV,"Grupo Televisa, S.A.B.",9.31,-0.52,-5.29,5.214B,107.41138560687432
349,2021-11-24,RCRUY,"Recruit Holdings Co., Ltd.",12.55,-0.64,-4.85,102.546B,79.6812749003984
350,2021-11-24,ARVN,"Arvinas, Inc.",78.25,-3.98,-4.84,4.137B,12.779552715654953
351,2021-11-24,XIACY,Xiaomi Corporation,12.4,-0.62,-4.8,63.135B,80.64516129032258
352,2021-11-29,LTH,"Life Time Group Holdings, Inc.",19.96,-2.18,-9.85,3.853B,50.1002004008016
353,2021-11-29,WYNMY,"Wynn Macau, Limited",8.95,-0.86,-8.77,4.752B,111.731843575419
354,2021-11-29,WB,Weibo Corporation,39.61,-3.18,-7.43,9.074B,25.246149962130776
355,2021-11-29,ATRC,"AtriCure, Inc.",66.0,-5.01,-7.06,3.031B,15.151515151515152
356,2021-11-29,AHCO,AdaptHealth Corp.,20.14,-1.46,-6.76,2.663B,49.65243296921549
357,2021-11-29,ZH,Zhihu Inc.,7.32,-0.53,-6.75,4.11B,136.61202185792348
358,2021-11-29,AXNX,"Axonics, Inc.",54.6,-3.91,-6.68,2.528B,18.31501831501832
359,2021-11-29,DADA,Dada Nexus Limited,21.36,-1.43,-6.27,4.997B,46.81647940074907
360,2021-11-29,INSM,Insmed Incorporated,27.12,-1.81,-6.26,3.21B,36.87315634218289
