PERMNO,date,TICKER,DIVAMT,PRC,RET,sprtrn
12890,20180329,,,,B,-0.026885
12890,20180430,,,,B,0.002719
12890,20180531,,,,B,0.021608
12890,20180629,,,,B,0.004842
12890,20180731,,,,B,0.036022
12890,20180831,,,,B,0.030263
12890,20180928,,,,B,0.004294
12890,20181031,,,,B,-0.069403
12890,20181130,,,,B,0.017859
12890,20181231,,,,B,-0.091777
12890,20190131,,,,B,0.078684
12890,20190228,,,,B,0.029729
12890,20190329,,,,B,0.017924
12890,20190430,,,,B,0.039313
12890,20190531,,,,B,-0.065778
12890,20190628,,,,B,0.06893
12890,20190731,,,,B,0.013128
12890,20190830,,,,B,-0.018092
12890,20190930,,,,B,0.017181
12890,20191031,THTX,,3.97,C,0.020432
12890,20191129,THTX,,3.16,-0.20403,0.034047
12890,20191231,THTX,,3.3,0.044304,0.02859
12895,20110630,,,,,-0.018258
12895,20110729,DPG,,20.01,C,-0.021474
12895,20110831,DPG,,20,-0.0005,-0.056791
12895,20110930,DPG,0.35,17.69,-0.098,-0.071762
12895,20111031,DPG,,19.34,0.093273,0.107723
12895,20111130,DPG,,18.85,-0.025336,-0.005059
12895,20111230,DPG,0.35,18.1,-0.02122,0.008533
12895,20120131,DPG,,18.91,0.044751,0.043583
12895,20120229,DPG,,19.18,0.014278,0.040589
12895,20120330,DPG,0.35,19.05,0.01147,0.031332
12895,20120430,DPG,,18.67,-0.019947,-0.007497
12895,20120531,DPG,,17.13,-0.082485,-0.062651
12895,20120629,DPG,0.35,17.76,0.05721,0.039555
12895,20120731,DPG,,18.6,0.047297,0.012598
12895,20120831,DPG,,18.619,0.001021,0.019763
12895,20120928,DPG,0.35,18.34,0.003813,0.024236
12895,20121031,DPG,,18.35,0.000545,-0.019789
12895,20121130,DPG,,17.69,-0.035967,0.002847
12895,20121231,DPG,0.35,16.87,-0.026569,0.007068
12895,20130131,DPG,,18.54,0.098992,0.050428
12895,20130228,DPG,,18.44,-0.005394,0.011061
12895,20130328,DPG,0.35,19.08,0.053688,0.035988
12895,20130430,DPG,,20,0.048218,0.018086
12895,20130531,DPG,,19.12,-0.044,0.020763
12895,20130628,DPG,0.35,18.71,-0.003138,-0.014999
12895,20130731,DPG,,19.11,0.021379,0.049462
12895,20130830,DPG,,18.16,-0.049712,-0.031298
12895,20130930,DPG,0.35,18.71,0.049559,0.029749
12895,20131031,DPG,,19.38,0.03581,0.044596
12895,20131129,DPG,,19.24,-0.007224,0.028049
12895,20131231,DPG,0.35,19.08,0.009875,0.023563
12895,20140131,DPG,,18.6,-0.025157,-0.035583
12895,20140228,DPG,,19.44,0.045161,0.043117
12895,20140331,DPG,0.35,19.7925,0.036137,0.006932
12895,20140430,DPG,,20.44,0.032714,0.006201
12895,20140530,DPG,,21.32,0.043053,0.02103
12895,20140630,DPG,0.35,21.99,0.047842,0.019058
12895,20140731,DPG,,21.77,-0.010005,-0.01508
12895,20140829,DPG,,22.45,0.031236,0.037655
12895,20140930,DPG,0.35,21.27,-0.036971,-0.015514
12895,20141031,DPG,,21.92,0.030559,0.023201
12895,20141128,DPG,,22.44,0.023723,0.024534
12895,20141231,DPG,0.35,21.64,-0.020054,-0.004189
12895,20150130,DPG,,20.83,-0.037431,-0.031041
12895,20150227,DPG,,20.69,-0.006721,0.054893
12895,20150331,DPG,0.35,19.75,-0.028516,-0.017396
12895,20150430,DPG,,20.4,0.032911,0.008521
12895,20150529,DPG,,19.57,-0.040686,0.010491
12895,20150630,DPG,0.35,17.72,-0.076648,-0.021012
12895,20150731,DPG,,17.3,-0.023702,0.019742
12895,20150831,DPG,,16.43,-0.050289,-0.062581
12895,20150930,DPG,0.35,15.14,-0.057212,-0.026443
12895,20151030,DPG,,16.23,0.071995,0.082983
12895,20151130,DPG,,15.35,-0.054221,0.000505
12895,20151231,DPG,0.35,14.73,-0.01759,-0.01753
12895,20160129,DPG,,13.91,-0.055669,-0.050735
12895,20160229,DPG,,13.82,-0.00647,-0.004128
12895,20160331,DPG,0.35,15.91,0.176556,0.065991
12895,20160429,DPG,,16.6,0.043369,0.002699
12895,20160531,DPG,,16.46,-0.008434,0.015329
12895,20160630,DPG,0.35,17.16,0.063791,0.000906
12895,20160729,DPG,,17.4899,0.019225,0.03561
12895,20160831,DPG,,17.06,-0.02458,-0.001219
12895,20160930,DPG,0.35,17.08,0.021688,-0.001234
12895,20161031,DPG,,15.78,-0.076112,-0.019426
12895,20161130,DPG,,15.19,-0.037389,0.034174
12895,20161230,DPG,0.35,15.5,0.04345,0.018201
12895,20170131,DPG,,16.4,0.058064,0.017884
12895,20170228,DPG,,16.77,0.022561,0.037198
12895,20170331,DPG,0.35,16.26,-0.009541,-0.000389
12895,20170428,DPG,,16.88,0.03813,0.009091
12895,20170531,DPG,,17.01,0.007701,0.011576
12895,20170630,DPG,0.35,16.6,-0.003527,0.004814
12895,20170731,DPG,,16.85,0.01506,0.019349
12895,20170831,DPG,,16.53,-0.018991,0.000546
12895,20170929,DPG,0.35,16.23,0.003025,0.019303
12895,20171031,DPG,,15.77,-0.028343,0.022188
12895,20171130,DPG,,15.68,-0.005707,0.028083
12895,20171229,DPG,0.35,15.52,0.012117,0.009832
12895,20180131,DPG,,15.87,0.022552,0.056179
12895,20180228,DPG,,14.56,-0.082546,-0.038947
12895,20180329,DPG,0.35,13.97,-0.016484,-0.026885
12895,20180430,DPG,,14.24,0.019327,0.002719
12895,20180531,DPG,,14.63,0.027388,0.021608
12895,20180629,DPG,0.35,14.37,0.006152,0.004842
12895,20180731,DPG,,14.97,0.041754,0.036022
12895,20180831,DPG,,15.41,0.029392,0.030263
12895,20180928,DPG,0.35,14.51,-0.035691,0.004294
12895,20181031,DPG,,13.21,-0.089593,-0.069403
12895,20181130,DPG,,13.75,0.040878,0.017859
12895,20181231,DPG,0.35,11.85,-0.112727,-0.091777
12895,20190131,DPG,,14.11,0.190717,0.078684
12895,20190228,DPG,,14.3,0.013466,0.029729
12895,20190329,DPG,0.35,14.94,0.069231,0.017924
12895,20190430,DPG,,14.88,-0.004016,0.039313
12895,20190531,DPG,,14.77,-0.007392,-0.065778
12895,20190628,DPG,0.35,15.31,0.060257,0.06893
12895,20190731,DPG,,15.29,-0.001306,0.013128
12895,20190830,DPG,,15.56,0.017659,-0.018092
12895,20190930,DPG,0.35,15.89,0.043702,0.017181
12895,20191031,DPG,,15.53,-0.022656,0.020432
12895,20191129,DPG,,15.27,-0.016742,0.034047
12895,20191231,DPG,0.35,15.2,0.018337,0.02859
12905,20110630,,,,,-0.018258
12905,20110729,SXC,,17.13,C,-0.021474
12905,20110831,SXC,,14.16,-0.17338,-0.056791
12905,20110930,SXC,,11,-0.223164,-0.071762
12905,20111031,SXC,,12.62,0.147273,0.107723
12905,20111130,SXC,,11.54,-0.085578,-0.005059
12905,20111230,SXC,,11.2,-0.029463,0.008533
12905,20120131,SXC,,13.43,0.199107,0.043583
12905,20120229,SXC,,14.33,0.067014,0.040589
12905,20120330,SXC,,14.21,-0.008374,0.031332
12905,20120430,SXC,,15.22,0.071077,-0.007497
12905,20120531,SXC,,14.04,-0.07753,-0.062651
12905,20120629,SXC,,14.65,0.043447,0.039555
12905,20120731,SXC,,16,0.09215,0.012598
12905,20120831,SXC,,15.82,-0.01125,0.019763
12905,20120928,SXC,,16.12,0.018963,0.024236
12905,20121031,SXC,,16.07,-0.003102,-0.019789
12905,20121130,SXC,,16.25,0.011201,0.002847
12905,20121231,SXC,,15.59,-0.040615,0.007068
12905,20130131,SXC,,16.58,0.063502,0.050428
12905,20130228,SXC,,16.49,-0.005428,0.011061
12905,20130328,SXC,,16.33,-0.009703,0.035988
12905,20130430,SXC,,15.13,-0.073484,0.018086
12905,20130531,SXC,,15.5,0.024455,0.020763
12905,20130628,SXC,,14.02,-0.095484,-0.014999
12905,20130731,SXC,,15.8,0.126961,0.049462
12905,20130830,SXC,,15.73,-0.00443,-0.031298
12905,20130930,SXC,,17,0.080737,0.029749
12905,20131031,SXC,,20,0.176471,0.044596
12905,20131129,SXC,,22.67,0.1335,0.028049
12905,20131231,SXC,,22.81,0.006176,0.023563
12905,20140131,SXC,,22.18,-0.027619,-0.035583
12905,20140228,SXC,,22.28,0.004509,0.043117
12905,20140331,SXC,,22.84,0.025135,0.006932
12905,20140430,SXC,,20.87,-0.086252,0.006201
12905,20140530,SXC,,20.08,-0.037853,0.02103
12905,20140630,SXC,,21.5,0.070717,0.019058
12905,20140731,SXC,,22.83,0.06186,-0.01508
12905,20140829,SXC,,24.01,0.051686,0.037655
12905,20140930,SXC,,22.45,-0.064973,-0.015514
12905,20141031,SXC,,23.9,0.064588,0.023201
12905,20141128,SXC,0.0585,20.33,-0.146925,0.024534
12905,20141231,SXC,,19.34,-0.048696,-0.004189
12905,20150130,SXC,,15.1,-0.219235,-0.031041
12905,20150227,SXC,,18.25,0.208609,0.054893
12905,20150331,SXC,0.0585,14.94,-0.178164,-0.017396
12905,20150430,SXC,,17.53,0.17336,0.008521
12905,20150529,SXC,0.075,16.26,-0.068169,0.010491
12905,20150630,SXC,,13,-0.200492,-0.021012
12905,20150731,SXC,,12.29,-0.054615,0.019742
12905,20150831,SXC,0.15,11.48,-0.053702,-0.062581
12905,20150930,SXC,,7.78,-0.3223,-0.026443
12905,20151030,SXC,,4.96,-0.362468,0.082983
12905,20151130,SXC,0.15,3.78,-0.207661,0.000505
12905,20151231,SXC,,3.47,-0.082011,-0.01753
12905,20160129,SXC,,3.78,0.089337,-0.050735
12905,20160229,SXC,,4.73,0.251323,-0.004128
12905,20160331,SXC,,6.5,0.374207,0.065991
12905,20160429,SXC,,7.43,0.143077,0.002699
12905,20160531,SXC,,6.05,-0.185733,0.015329
12905,20160630,SXC,,5.82,-0.038017,0.000906
12905,20160729,SXC,,7.63,0.310997,0.03561
12905,20160831,SXC,,6.52,-0.145478,-0.001219
12905,20160930,SXC,,8.02,0.230061,-0.001234
12905,20161031,SXC,,10.21,0.273067,-0.019426
12905,20161130,SXC,,11.42,0.118511,0.034174
12905,20161230,SXC,,11.34,-0.007005,0.018201
12905,20170131,SXC,,8.82,-0.222222,0.017884
12905,20170228,SXC,,9.75,0.105442,0.037198
12905,20170331,SXC,,8.96,-0.081026,-0.000389
12905,20170428,SXC,,9.17,0.023438,0.009091
12905,20170531,SXC,,8.74,-0.046892,0.011576
12905,20170630,SXC,,10.9,0.24714,0.004814
12905,20170731,SXC,,8.95,-0.178899,0.019349
12905,20170831,SXC,,9.32,0.041341,0.000546
12905,20170929,SXC,,9.14,-0.019313,0.019303
12905,20171031,SXC,,11.09,0.213348,0.022188
12905,20171130,SXC,,11.39,0.027051,0.028083
12905,20171229,SXC,,11.99,0.052678,0.009832
12905,20180131,SXC,,11.1,-0.074228,0.056179
12905,20180228,SXC,,10.68,-0.037838,-0.038947
12905,20180329,SXC,,10.76,0.007491,-0.026885
12905,20180430,SXC,,11.49,0.067844,0.002719
12905,20180531,SXC,,13.54,0.178416,0.021608
12905,20180629,SXC,,13.4,-0.01034,0.004842
12905,20180731,SXC,,11.41,-0.148507,0.036022
12905,20180831,SXC,,11.16,-0.021911,0.030263
12905,20180928,SXC,,11.62,0.041219,0.004294
12905,20181031,SXC,,11.2,-0.036145,-0.069403
12905,20181130,SXC,,9.76,-0.128571,0.017859
12905,20181231,SXC,,8.55,-0.123975,-0.091777
12905,20190131,SXC,,11.24,0.31462,0.078684
12905,20190228,SXC,,9.92,-0.117438,0.029729
12905,20190329,SXC,,8.49,-0.144153,0.017924
12905,20190430,SXC,,8.61,0.014134,0.039313
12905,20190531,SXC,,7.34,-0.147503,-0.065778
12905,20190628,SXC,,8.88,0.209809,0.06893
12905,20190731,SXC,,7.59,-0.14527,0.013128
12905,20190830,SXC,,6.24,-0.177866,-0.018092
12905,20190930,SXC,,5.64,-0.096154,0.017181
12905,20191031,SXC,,5.29,-0.062057,0.020432
12905,20191129,SXC,0.06,5.12,-0.020794,0.034047
12905,20191231,SXC,,6.23,0.216797,0.02859
12908,20110630,,,,,-0.018258
12908,20110729,WAIR,,14.98,C,-0.021474
12908,20110831,WAIR,,12.31,-0.178238,-0.056791
12908,20110930,WAIR,,10.93,-0.112104,-0.071762
12908,20111031,WAIR,,11.29,0.032937,0.107723
12908,20111130,WAIR,,13.26,0.174491,-0.005059
12908,20111230,WAIR,,13.99,0.055053,0.008533
12908,20120131,WAIR,,13.99,0,0.043583
12908,20120229,WAIR,,14.71,0.051465,0.040589
12908,20120330,WAIR,,16.2,0.101292,0.031332
12908,20120430,WAIR,,15.79,-0.025309,-0.007497
12908,20120531,WAIR,,13.87,-0.121596,-0.062651
12908,20120629,WAIR,,12.73,-0.082192,0.039555
12908,20120731,WAIR,,13.35,0.048704,0.012598
12908,20120831,WAIR,,13.94,0.044195,0.019763
12908,20120928,WAIR,,13.66,-0.020086,0.024236
12908,20121031,WAIR,,13.35,-0.022694,-0.019789
12908,20121130,WAIR,,12.76,-0.044195,0.002847
12908,20121231,WAIR,,13.21,0.035266,0.007068
12908,20130131,WAIR,,13.83,0.046934,0.050428
12908,20130228,WAIR,,13.6,-0.01663,0.011061
12908,20130328,WAIR,,14.72,0.082353,0.035988
12908,20130430,WAIR,,16.51,0.121603,0.018086
12908,20130531,WAIR,,17.55,0.062992,0.020763
12908,20130628,WAIR,,18.57,0.05812,-0.014999
12908,20130731,WAIR,,19.57,0.05385,0.049462
12908,20130830,WAIR,,19.13,-0.022483,-0.031298
12908,20130930,WAIR,,20.93,0.094093,0.029749
12908,20131031,WAIR,,18.32,-0.124701,0.044596
12908,20131129,WAIR,,20.88,0.139738,0.028049
12908,20131231,WAIR,,21.92,0.049808,0.023563
12908,20140131,WAIR,,22.35,0.019617,-0.035583
12908,20140228,WAIR,,21.69,-0.02953,0.043117
12908,20140331,WAIR,,22.01,0.014753,0.006932
12908,20140430,WAIR,,20.26,-0.079509,0.006201
12908,20140530,WAIR,,21.74,0.07305,0.02103
12908,20140630,WAIR,,19.96,-0.081877,0.019058
12908,20140731,WAIR,,18.95,-0.050601,-0.01508
12908,20140829,WAIR,,18.34,-0.03219,0.037655
12908,20140930,WAIR,,17.4,-0.051254,-0.015514
12908,20141031,WAIR,,17.75,0.020115,0.023201
12908,20141128,WAIR,,13.99,-0.211831,0.024534
12908,20141231,WAIR,,13.98,-0.000715,-0.004189
12908,20150130,WAIR,,13.04,-0.067239,-0.031041
12908,20150227,WAIR,,15.01,0.151074,0.054893
12908,20150331,WAIR,,15.32,0.020653,-0.017396
12908,20150430,WAIR,,15.68,0.023499,0.008521
12908,20150529,WAIR,,14.76,-0.058673,0.010491
12908,20150630,WAIR,,15.15,0.026423,-0.021012
12908,20150731,WAIR,,14.39,-0.050165,0.019742
12908,20150831,WAIR,,14.04,-0.024322,-0.062581
12908,20150930,WAIR,,12.2,-0.131054,-0.026443
12908,20151030,WAIR,,12.46,0.021311,0.082983
12908,20151130,WAIR,,13.38,0.073836,0.000505
12908,20151231,WAIR,,11.97,-0.105381,-0.01753
12908,20160129,WAIR,,11.29,-0.056809,-0.050735
12908,20160229,WAIR,,12.79,0.132861,-0.004128
12908,20160331,WAIR,,14.39,0.125098,0.065991
12908,20160429,WAIR,,14.43,0.00278,0.002699
12908,20160531,WAIR,,14.09,-0.023562,0.015329
12908,20160630,WAIR,,13.42,-0.047551,0.000906
12908,20160729,WAIR,,12.85,-0.042474,0.03561
12908,20160831,WAIR,,13.74,0.069261,-0.001219
12908,20160930,WAIR,,13.43,-0.022562,-0.001234
12908,20161031,WAIR,,12.85,-0.043187,-0.019426
12908,20161130,WAIR,,14.75,0.14786,0.034174
12908,20161230,WAIR,,14.95,0.013559,0.018201
12908,20170131,WAIR,,15.15,0.013378,0.017884
12908,20170228,WAIR,,12.1,-0.20132,0.037198
12908,20170331,WAIR,,11.4,-0.057851,-0.000389
12908,20170428,WAIR,,12.15,0.065789,0.009091
12908,20170531,WAIR,,9.65,-0.205761,0.011576
12908,20170630,WAIR,,10.85,0.124352,0.004814
12908,20170731,WAIR,,10.85,0,0.019349
12908,20170831,WAIR,,8.4,-0.225807,0.000546
12908,20170929,WAIR,,9.4,0.119048,0.019303
12908,20171031,WAIR,,9.05,-0.037234,0.022188
12908,20171130,WAIR,,7.4,-0.18232,0.028083
12908,20171229,WAIR,,7.4,0,0.009832
12908,20180131,WAIR,,7.15,-0.033784,0.056179
12908,20180228,WAIR,,8.95,0.251748,-0.038947
12908,20180329,WAIR,,10.25,0.145251,-0.026885
12908,20180430,WAIR,,10.1,-0.014634,0.002719
12908,20180531,WAIR,,11.5,0.138614,0.021608
12908,20180629,WAIR,,11.25,-0.021739,0.004842
12908,20180731,WAIR,,11.95,0.062222,0.036022
12908,20180831,WAIR,,12.15,0.016736,0.030263
12908,20180928,WAIR,,11.25,-0.074074,0.004294
12908,20181031,WAIR,,10.18,-0.095111,-0.069403
12908,20181130,WAIR,,9.52,-0.064833,0.017859
12908,20181231,WAIR,,7.9,-0.170168,-0.091777
12908,20190131,WAIR,,8.74,0.106329,0.078684
12908,20190228,WAIR,,8.49,-0.028604,0.029729
12908,20190329,WAIR,,8.79,0.035336,0.017924
12908,20190430,WAIR,,8.44,-0.039818,0.039313
12908,20190531,WAIR,,9.82,0.163507,-0.065778
12908,20190628,WAIR,,11.1,0.130346,0.06893
12908,20190731,WAIR,,10.53,-0.051351,0.013128
12908,20190830,WAIR,,11,0.044634,-0.018092
12908,20190930,WAIR,,11.01,0.000909,0.017181
12908,20191031,WAIR,,11.02,0.000908,0.020432
12908,20191129,WAIR,,10.96,-0.005445,0.034047
12908,20191231,WAIR,,11.02,0.005474,0.02859
12912,20110630,,,,,-0.018258
12912,20110729,BLRX,,5.24,C,-0.021474
12912,20110831,BLRX,,-3.505,-0.331107,-0.056791
12912,20110930,BLRX,,2.89,-0.175464,-0.071762
12912,20111031,BLRX,,4.21,0.456747,0.107723
12912,20111130,BLRX,,3.0756,-0.269454,-0.005059
12912,20111230,BLRX,,-3.11,0.011185,0.008533
12912,20120131,BLRX,,3.98,0.279743,0.043583
12912,20120229,BLRX,,3.16,-0.20603,0.040589
12912,20120330,BLRX,,2.87,-0.091772,0.031332
12912,20120430,BLRX,,2.68,-0.066202,-0.007497
12912,20120531,BLRX,,2.32,-0.134328,-0.062651
12912,20120629,BLRX,,2.44,0.051724,0.039555
12912,20120731,BLRX,,2.7,0.106557,0.012598
12912,20120831,BLRX,,2.26,-0.162963,0.019763
12912,20120928,BLRX,,2.63,0.163717,0.024236
12912,20121031,BLRX,,3.16,0.201521,-0.019789
12912,20121130,BLRX,,2.76,-0.126582,0.002847
12912,20121231,BLRX,,2.53,-0.083333,0.007068
12912,20130131,BLRX,,4.74,0.873518,0.050428
12912,20130228,BLRX,,3.66,-0.227848,0.011061
12912,20130328,BLRX,,1.68,-0.540984,0.035988
12912,20130430,BLRX,,1.82,0.083333,0.018086
12912,20130531,BLRX,,1.64,-0.098901,0.020763
12912,20130628,BLRX,,1.62,-0.012195,-0.014999
12912,20130731,BLRX,,1.82,0.123457,0.049462
12912,20130830,BLRX,,1.89,0.038461,-0.031298
12912,20130930,BLRX,,2.19,0.15873,0.029749
12912,20131031,BLRX,,2.51,0.146119,0.044596
12912,20131129,BLRX,,2.66,0.059761,0.028049
12912,20131231,BLRX,,2.81,0.056391,0.023563
12912,20140131,BLRX,,2.92,0.039146,-0.035583
12912,20140228,BLRX,,3.01,0.030822,0.043117
12912,20140331,BLRX,,2.23,-0.259136,0.006932
12912,20140430,BLRX,,2.02,-0.09417,0.006201
12912,20140530,BLRX,,2.08,0.029703,0.02103
12912,20140630,BLRX,,2.08,0,0.019058
12912,20140731,BLRX,,1.79,-0.139423,-0.01508
12912,20140829,BLRX,,1.67,-0.067039,0.037655
12912,20140930,BLRX,,1.54,-0.077844,-0.015514
12912,20141031,BLRX,,1.3948,-0.094286,0.023201
12912,20141128,BLRX,,1.2899,-0.075208,0.024534
12912,20141231,BLRX,,1.62,0.255911,-0.004189
12912,20150130,BLRX,,1.8,0.111111,-0.031041
12912,20150227,BLRX,,2.33,0.294444,0.054893
12912,20150331,BLRX,,2.11,-0.094421,-0.017396
12912,20150430,BLRX,,1.87,-0.113744,0.008521
12912,20150529,BLRX,,1.98,0.058824,0.010491
12912,20150630,BLRX,,2.66,0.343434,-0.021012
12912,20150731,BLRX,,1.58,-0.406015,0.019742
12912,20150831,BLRX,,1.53,-0.031646,-0.062581
12912,20150930,BLRX,,1.53,0,-0.026443
12912,20151030,BLRX,,1.345,-0.120915,0.082983
12912,20151130,BLRX,,1.33,-0.011152,0.000505
12912,20151231,BLRX,,1.3,-0.022556,-0.01753
12912,20160129,BLRX,,1.03,-0.207692,-0.050735
12912,20160229,BLRX,,1.1,0.067961,-0.004128
12912,20160331,BLRX,,1.02,-0.072727,0.065991
12912,20160429,BLRX,,0.97,-0.04902,0.002699
12912,20160531,BLRX,,0.9509,-0.019691,0.015329
12912,20160630,BLRX,,0.8,-0.158692,0.000906
12912,20160729,BLRX,,0.7785,-0.026875,0.03561
12912,20160831,BLRX,,0.8805,0.131021,-0.001219
12912,20160930,BLRX,,1.15,0.306076,-0.001234
12912,20161031,BLRX,,1.03,-0.104348,-0.019426
12912,20161130,BLRX,,1.01,-0.019417,0.034174
12912,20161230,BLRX,,0.92,-0.089109,0.018201
12912,20170131,BLRX,,1.02,0.108696,0.017884
12912,20170228,BLRX,,1.1475,0.125,0.037198
12912,20170331,BLRX,,0.9605,-0.162963,-0.000389
12912,20170428,BLRX,,0.86,-0.104633,0.009091
12912,20170531,BLRX,,0.83,-0.034884,0.011576
12912,20170630,BLRX,,0.845,0.018072,0.004814
12912,20170731,BLRX,,1.07,0.266272,0.019349
12912,20170831,BLRX,,1.04,-0.028037,0.000546
12912,20170929,BLRX,,1.12,0.076923,0.019303
12912,20171031,BLRX,,1.04,-0.071429,0.022188
12912,20171130,BLRX,,1.1009,0.058558,0.028083
12912,20171229,BLRX,,1.09,-0.009901,0.009832
12912,20180131,BLRX,,1.07,-0.018349,0.056179
12912,20180228,BLRX,,0.9998,-0.065607,-0.038947
12912,20180329,BLRX,,0.87,-0.129826,-0.026885
12912,20180430,BLRX,,0.8004,-0.08,0.002719
12912,20180531,BLRX,,0.9258,0.156672,0.021608
12912,20180629,BLRX,,0.89,-0.038669,0.004842
12912,20180731,BLRX,,0.8785,-0.012921,0.036022
12912,20180831,BLRX,,0.93,0.058623,0.030263
12912,20180928,BLRX,,1.07,0.150538,0.004294
12912,20181031,BLRX,,0.7036,-0.34243,-0.069403
12912,20181130,BLRX,,0.6837,-0.028283,0.017859
12912,20181231,BLRX,,0.4373,-0.360392,-0.091777
12912,20190131,BLRX,,0.66,0.509261,0.078684
12912,20190228,BLRX,,0.41,-0.378788,0.029729
12912,20190329,BLRX,,0.43,0.048781,0.017924
12912,20190430,BLRX,,0.3888,-0.095814,0.039313
12912,20190531,BLRX,,0.3564,-0.083333,-0.065778
12912,20190628,BLRX,,0.365,0.02413,0.06893
12912,20190731,BLRX,0,3.97,-0.274887,0.013128
12912,20190830,BLRX,,2.85,-0.282116,-0.018092
12912,20190930,BLRX,,2.64,-0.073684,0.017181
12912,20191031,BLRX,,2.61,-0.011364,0.020432
12912,20191129,BLRX,,2.62,0.003831,0.034047
12912,20191231,BLRX,,2.25,-0.141221,0.02859
12913,20110630,,,,,-0.018258
12913,20110729,CHEF,,17.75,C,-0.021474
12913,20110831,CHEF,,14.5,-0.183099,-0.056791
12913,20110930,CHEF,,11.76,-0.188965,-0.071762
12913,20111031,CHEF,,14.29,0.215136,0.107723
12913,20111130,CHEF,,13.38,-0.063681,-0.005059
12913,20111230,CHEF,,17.86,0.334828,0.008533
12913,20120131,CHEF,,21.09,0.180851,0.043583
12913,20120229,CHEF,,21,-0.004267,0.040589
12913,20120330,CHEF,,23.14,0.101905,0.031332
12913,20120430,CHEF,,24.18,0.044944,-0.007497
12913,20120531,CHEF,,19.05,-0.212159,-0.062651
12913,20120629,CHEF,,18.05,-0.052493,0.039555
12913,20120731,CHEF,,16.15,-0.105263,0.012598
12913,20120831,CHEF,,15.37,-0.048297,0.019763
12913,20120928,CHEF,,16.38,0.065712,0.024236
12913,20121031,CHEF,,15.51,-0.053113,-0.019789
12913,20121130,CHEF,,15.81,0.019342,0.002847
12913,20121231,CHEF,,15.81,0,0.007068
12913,20130131,CHEF,,16.59,0.049336,0.050428
12913,20130228,CHEF,,18,0.084991,0.011061
12913,20130328,CHEF,,18.47,0.026111,0.035988
12913,20130430,CHEF,,18.39,-0.004331,0.018086
12913,20130531,CHEF,,18.88,0.026645,0.020763
12913,20130628,CHEF,,17.2,-0.088983,-0.014999
12913,20130731,CHEF,,20.05,0.165698,0.049462
12913,20130830,CHEF,,23.09,0.151621,-0.031298
12913,20130930,CHEF,,23.1,0.000433,0.029749
12913,20131031,CHEF,,23.96,0.037229,0.044596
12913,20131129,CHEF,,25.66,0.070952,0.028049
12913,20131231,CHEF,,29.16,0.136399,0.023563
12913,20140131,CHEF,,23.61,-0.190329,-0.035583
12913,20140228,CHEF,,23.25,-0.015248,0.043117
12913,20140331,CHEF,,21.4,-0.07957,0.006932
12913,20140430,CHEF,,20.09,-0.061215,0.006201
12913,20140530,CHEF,,18.48,-0.080139,0.02103
12913,20140630,CHEF,,19.77,0.069805,0.019058
12913,20140731,CHEF,,17.57,-0.11128,-0.01508
12913,20140829,CHEF,,18.89,0.075128,0.037655
12913,20140930,CHEF,,16.26,-0.139227,-0.015514
12913,20141031,CHEF,,17.87,0.099016,0.023201
12913,20141128,CHEF,,17.22,-0.036374,0.024534
12913,20141231,CHEF,,23.04,0.337979,-0.004189
12913,20150130,CHEF,,21.39,-0.071615,-0.031041
12913,20150227,CHEF,,20.26,-0.052828,0.054893
12913,20150331,CHEF,,22.43,0.107108,-0.017396
12913,20150430,CHEF,,18.21,-0.188141,0.008521
12913,20150529,CHEF,,18.75,0.029654,0.010491
12913,20150630,CHEF,,21.24,0.1328,-0.021012
12913,20150731,CHEF,,17.2,-0.190207,0.019742
12913,20150831,CHEF,,15.14,-0.119767,-0.062581
12913,20150930,CHEF,,14.16,-0.064729,-0.026443
12913,20151030,CHEF,,15.15,0.069915,0.082983
12913,20151130,CHEF,,19.58,0.292409,0.000505
12913,20151231,CHEF,,16.68,-0.14811,-0.01753
12913,20160129,CHEF,,13.15,-0.211631,-0.050735
12913,20160229,CHEF,,18.87,0.434981,-0.004128
12913,20160331,CHEF,,20.29,0.075252,0.065991
12913,20160429,CHEF,,19.27,-0.050271,0.002699
12913,20160531,CHEF,,15.18,-0.212247,0.015329
12913,20160630,CHEF,,16,0.054018,0.000906
12913,20160729,CHEF,,16.15,0.009375,0.03561
12913,20160831,CHEF,,11.02,-0.317647,-0.001219
12913,20160930,CHEF,,11.14,0.010889,-0.001234
12913,20161031,CHEF,,11.4,0.023339,-0.019426
12913,20161130,CHEF,,12.95,0.135965,0.034174
12913,20161230,CHEF,,15.8,0.220077,0.018201
12913,20170131,CHEF,,16.7,0.056962,0.017884
12913,20170228,CHEF,,14,-0.161677,0.037198
12913,20170331,CHEF,,13.9,-0.007143,-0.000389
12913,20170428,CHEF,,13.65,-0.017986,0.009091
12913,20170531,CHEF,,15.15,0.10989,0.011576
12913,20170630,CHEF,,13,-0.141914,0.004814
12913,20170731,CHEF,,14.5,0.115385,0.019349
12913,20170831,CHEF,,17.25,0.189655,0.000546
12913,20170929,CHEF,,19.3,0.118841,0.019303
12913,20171031,CHEF,,19.95,0.033679,0.022188
12913,20171130,CHEF,,20.25,0.015038,0.028083
12913,20171229,CHEF,,20.5,0.012346,0.009832
12913,20180131,CHEF,,20.35,-0.007317,0.056179
12913,20180228,CHEF,,22.55,0.108108,-0.038947
12913,20180329,CHEF,,23,0.019956,-0.026885
